IDprocess|Date|Mark|Clicode|Reason1|Reason1More
3550276|2024-09-02 12:40:14|3|100066185|Сервис iPRO (сайт)|Неработающие функции
3551284|2024-09-02 15:37:21|4|90250057|Работа персонала|Некачественное сопровождение клиента
3551552|2024-09-02 16:42:59|5|820091905|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
3551831|2024-09-02 18:04:02|5|9096175|Работа персонала|Некачественное сопровождение клиента
3551898|2024-09-02 20:06:25|1|440313867|Организация сервиса при доставке|Грубость персонала при доставке (сотрудник ЭТМ, водитель)
3551923|2024-09-02 20:44:14|5|100024986|Сервис iPRO (сайт)|Авторизация
3552343|2024-09-03 08:19:32|4|90212695|Срок поставки|Срыв сроков поставки от поставщика
3552550|2024-09-03 09:01:23|4|90261436|Корректность документооборота|Возврат д/с
3553823|2024-09-03 12:12:03|4|440283339|Комплектация заказа|Пересорт, некомплект
3555325|2024-09-03 16:25:25|5|440177885|Работа персонала|Некачественное сопровождение клиента
3555817|2024-09-04 01:53:03|2|90265730|Цена|Невозможность выписки по предложенной цене
3556642|2024-09-04 09:50:11|4|160075380|Корректность документооборота|Привязка д/c
3556852|2024-09-04 10:26:11|5|90265652|Сервис iPRO (сайт)|Авторизация
3557295|2024-09-04 11:36:55|4|55083225|Работа персонала|Некачественное сопровождение клиента
3558332|2024-09-04 14:25:18|1|100322177|Программа лояльности|Баллы
3558928|2024-09-04 15:55:40|4|90151089|Работа персонала|Некачественное сопровождение клиента
3559004|2024-09-04 16:17:20|3|440315307|Работа персонала|Некачественное сопровождение клиента
3559516|2024-09-04 21:05:52|4|87207760|Организация сервиса при доставке|Удобство сервиса доставки
3559679|2024-09-05 05:16:01|5|1332938|Сервис iPRO (сайт)|Неработающие функции
3560350|2024-09-05 09:42:08|3|100343515|Работа персонала|Некачественное сопровождение клиента
3560631|2024-09-05 10:20:37|3|300003656|Работа персонала|Некачественное сопровождение клиента
3560712|2024-09-05 10:33:32|3|440274893|Работа персонала|Некачественное сопровождение клиента
3561698|2024-09-05 13:28:46|4|100001993|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
3562121|2024-09-05 14:45:40|2|100030496|Организация сервиса при доставке|Удобство сервиса доставки
3562195|2024-09-05 14:59:03|4|160070786|Комплектация заказа|Пересорт, некомплект
3563176|2024-09-05 20:34:32|5|60219913|Организация сервиса при самовывозе|Скорость обслуживания
3563187|2024-09-05 20:52:34|2|90063107|Корректность документооборота|Привязка д/c
3564499|2024-09-06 11:22:58|5|440180467|Работа персонала|Жалоба на сотрудников склада, водителей, охраны
3564820|2024-09-06 12:40:02|5|90261936|Удовлетворенность рассмотрением претензии|Качество реагирования ЭТМ на претензию (насколько устроил ответ и действия ЭТМ)
3564823|2024-09-06 12:40:17|1|100322177|Работа персонала|Непрофессионализм, некомпетентность менеджера
3565155|2024-09-06 14:00:53|5|100101681|Организация сервиса при доставке|Срыв сроков доставки
3566037|2024-09-06 17:44:10|4|440316441|Комплектация заказа|Пересорт, некомплект
3566095|2024-09-06 19:36:30|1|61111196|Организация сервиса при доставке|Срыв сроков доставки
3566191|2024-09-07 03:53:33|5|9033519|Работа персонала|Некачественное сопровождение клиента
3566363|2024-09-07 13:37:00|1|100262032|Комплектация заказа|Пересорт, некомплект
3566407|2024-09-07 14:39:23|2|100364478|Комплектация заказа|Выписанного товара не оказалось в наличии на складе
3566531|2024-09-07 18:00:32|5|1386624|Корректность документооборота|Возврат д/с
3566544|2024-09-07 18:48:57|4|9084374|Комплектация заказа|Пересорт, некомплект
3566714|2024-09-08 11:01:51|5|1320762|Работа персонала|Некачественное сопровождение клиента
3566726|2024-09-08 11:21:25|5|440181432|Сервис iPRO (сайт)|Авторизация
3566850|2024-09-08 16:47:27|5|100365305|Работа персонала|Жалоба на сотрудников точки, офиса при оформлении документов
3567625|2024-09-09 09:11:49|5|690028016|Работа персонала|Заменить закрепленного менеджера
3568049|2024-09-09 10:34:15|5|250001048|Корректность документооборота|Привязка д/c
3568126|2024-09-09 10:45:34|5|91905876|Комплектация заказа|Пересорт, некомплект
3569887|2024-09-09 15:27:47|3|60163218|Работа персонала|Некачественное сопровождение клиента
3570979|2024-09-10 07:58:06|5|440265568|Консультация|Просьба закрепить менеджера
3571278|2024-09-10 09:21:57|5|9135823|Программа лояльности|Баллы
3571386|2024-09-10 09:34:28|5|9135823|Программа лояльности|Баллы
3571448|2024-09-10 09:42:33|5|330118966|Срок поставки|Срыв сроков поставки от поставщика
3571833|2024-09-10 10:32:58|4|90171585|Срок поставки|Срыв сроков поставки от поставщика
3571993|2024-09-10 10:53:30|5|70008516|Работа персонала|Непрофессионализм, некомпетентность менеджера
3572361|2024-09-10 11:54:52|4|78096|Сервис iPRO (сайт)|Поиск
3572676|2024-09-10 12:51:14|5|100220520|Комплектация заказа|Пересорт, некомплект
3572911|2024-09-10 13:36:21|5|60020838|Сервис iPRO (сайт)|Неработающие функции
3573152|2024-09-10 14:20:02|3|100200344|Срок поставки|Срыв сроков поставки от поставщика
3573280|2024-09-10 14:46:25|3|9189103|Организация сервиса при доставке|Срыв сроков доставки
3574403|2024-09-10 20:58:44|3|1584990|Организация сервиса при самовывозе|Удобство организации сервиса
3574433|2024-09-10 21:52:04|2|440314214|Организация сервиса при самовывозе|Скорость обслуживания
3575466|2024-09-11 10:17:45|2|820267633|Организация сервиса при самовывозе|Удобство организации сервиса
3576931|2024-09-11 14:19:47|3|1637291|Срок поставки|Срыв сроков поставки от поставщика
3577137|2024-09-11 14:55:03|4|470079221|Срок поставки|Срыв сроков поставки от поставщика
3577219|2024-09-11 15:06:48|5|100128268|Корректность документооборота|Возврат д/с
3578802|2024-09-12 09:25:45|4|330302765|Работа персонала|Некачественное сопровождение клиента
3579227|2024-09-12 10:27:20|4|55114741|Корректность документооборота|Возврат д/с
3580178|2024-09-12 12:41:26|3|1365098|Работа персонала|Некачественное сопровождение клиента
3581158|2024-09-12 13:43:30|4|61111196|Удовлетворенность рассмотрением претензии|Качество реагирования ЭТМ на претензию (насколько устроил ответ и действия ЭТМ)
3582063|2024-09-12 15:01:07|4|90181506|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
3583068|2024-09-12 16:47:19|4|1591824|Работа персонала|Некачественное сопровождение клиента
3583069|2024-09-12 16:47:42|4|900000454|Работа персонала|Некачественное сопровождение клиента
3583704|2024-09-12 21:45:08|5|100085494|Сервис iPRO (сайт)|Авторизация
3584397|2024-09-13 08:09:49|4|440303837|Срок поставки|Срыв сроков поставки от поставщика
3584606|2024-09-13 08:34:34|4|330009265|Срок поставки|Срыв сроков поставки от поставщика
3584712|2024-09-13 08:45:11|4|440316475|Комплектация заказа|Пересорт, некомплект
3586037|2024-09-13 10:51:38|5|1447758|Программа лояльности|Баллы
3587327|2024-09-13 14:31:27|4|9071603|Работа персонала|Некачественное сопровождение клиента
3587971|2024-09-13 18:16:20|3|440298094|Срок поставки|Срыв сроков поставки от поставщика
3588034|2024-09-13 20:53:36|4|90253185|Комплектация заказа|Несоответствие метража КПП
3588147|2024-09-14 09:58:33|5|22235141|Работа персонала|Некачественное сопровождение клиента
3588253|2024-09-14 13:36:59|4|87244261|Сервис iPRO (сайт)|Неработающие функции
3588264|2024-09-14 14:07:08|5|100309106|Программа лояльности|Баллы
3588270|2024-09-14 14:28:00|4|90257772|Комплектация заказа|Пересорт, некомплект
3588569|2024-09-15 09:15:09|1|330224993|Комплектация заказа|Механический брак
3588620|2024-09-15 11:19:52|4|9051530|Работа персонала|Некачественное сопровождение клиента
3589873|2024-09-16 10:16:13|4|69998522|Комплектация заказа|Пересорт, некомплект
3590364|2024-09-16 11:26:59|4|87264744|Комплектация заказа|Пересорт, некомплект
3590836|2024-09-16 12:35:35|4|9125157|Организация сервиса при самовывозе|Удобство организации сервиса
3590955|2024-09-16 12:59:46|4|330181010|Работа персонала|Некачественное сопровождение клиента
3591408|2024-09-16 14:20:13|4|1536832|Работа персонала|Некачественное сопровождение клиента
3591573|2024-09-16 14:42:48|4|100369175|Срок поставки|Срыв сроков поставки от поставщика
3591624|2024-09-16 14:50:18|4|330203784|Работа персонала|Некачественное сопровождение клиента
3591693|2024-09-16 15:06:28|4|440001792|Работа персонала|Жалоба на сотрудников склада, водителей, охраны
3592292|2024-09-16 17:16:00|5|170020205|Организация сервиса при доставке|Удобство сервиса доставки
3593862|2024-09-17 10:47:44|2|90077768|Срок поставки|Срыв сроков поставки от поставщика
3596341|2024-09-18 05:49:55|4|90261503|Срок поставки|Срыв сроков поставки от поставщика
3596349|2024-09-18 05:57:55|4|22457912|Комплектация заказа|Несоответствие метража КПП
3596615|2024-09-18 08:26:05|4|36130384|Комплектация заказа|Пересорт, некомплект
3598070|2024-09-18 12:42:31|3|90147702|Срок поставки|Срыв сроков поставки от поставщика
3598529|2024-09-18 14:01:49|5|250001294|Сервис iPRO (сайт)|Неработающие функции
3598590|2024-09-18 14:12:19|2|820092719|Работа персонала|Грубость менеджера
3598774|2024-09-18 14:39:17|4|440137439|Сервис iPRO (сайт)|Авторизация
3599274|2024-09-18 16:11:43|4|60098708|Работа персонала|Некачественное сопровождение клиента
3599623|2024-09-18 17:57:29|2|1405870|Организация сервиса при доставке|Срыв сроков доставки
3600049|2024-09-19 07:13:32|5|440057303|Корректность документооборота|Возврат д/с
3600591|2024-09-19 09:40:43|4|100046965|Работа персонала|Некачественное сопровождение клиента
3601179|2024-09-19 11:26:34|4|60027494|Работа персонала|Некачественное сопровождение клиента
3604684|2024-09-20 12:07:22|5|9153191|Комплектация заказа|Пересорт, некомплект
3604743|2024-09-20 12:13:15|4|9170872|Работа персонала|Некачественное сопровождение клиента
3604794|2024-09-20 12:23:48|1|250001548|Работа персонала|Непрофессионализм, некомпетентность менеджера
3605041|2024-09-20 13:24:20|5|440291137|Работа персонала|Некачественное сопровождение клиента
3605264|2024-09-20 14:08:35|3|820217525|Срок поставки|Срыв сроков поставки от поставщика
3605966|2024-09-20 20:12:31|4|690009831|Корректность документооборота|Некорректное оформление документов
3606106|2024-09-21 09:35:00|5|90254063|Комплектация заказа|Несоответствие метража КПП
3606369|2024-09-21 17:21:22|3|170018245|Организация сервиса при доставке|Удобство сервиса доставки
3606394|2024-09-21 18:11:54|1|440303715|Срок поставки|Срыв сроков поставки от поставщика
3607299|2024-09-23 08:26:42|5|440051578|Комплектация заказа|Пересорт, некомплект
3608685|2024-09-23 12:27:09|3|820057485|Работа персонала|Некачественное сопровождение клиента
3609907|2024-09-23 15:49:04|5|87256893|Комплектация заказа|Несоответствие метража КПП
3609964|2024-09-23 15:57:31|5|1567376|Работа персонала|Некачественное сопровождение клиента
3611202|2024-09-24 08:59:21|5|160208799|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
3612306|2024-09-24 11:32:02|4|690020112|Работа персонала|Некачественное сопровождение клиента
3613464|2024-09-24 14:49:06|5|90019513|Корректность документооборота|Возврат д/с
3613916|2024-09-24 15:53:01|1|90170143|Срок поставки|Срыв сроков поставки от поставщика
3614439|2024-09-24 17:27:33|5|60080259|Организация сервиса при доставке|Удобство сервиса доставки
3614633|2024-09-24 19:40:21|5|440151542|Работа персонала|Некачественное сопровождение клиента
3614932|2024-09-25 06:56:35|5|100041599|Срок поставки|Срыв сроков поставки от поставщика
3616441|2024-09-25 11:49:52|5|90154749|Консультация|Другое
3617097|2024-09-25 13:20:30|5|100184693|Цена|Невозможность выписки по предложенной цене
3617969|2024-09-25 15:43:20|5|650000057|Работа персонала|Некачественное сопровождение клиента
3618486|2024-09-25 17:35:42|3|87184353|Корректность документооборота|Возврат д/с
3618861|2024-09-26 04:46:33|4|440190905|Срок поставки|Срыв сроков поставки от поставщика
3619347|2024-09-26 09:31:04|4|440087933|Сервис iPRO (сайт)|Юзабилити
3619621|2024-09-26 10:20:57|3|60166253|Срок поставки|Другое
3619923|2024-09-26 11:06:46|5|90268320|Сервис iPRO (сайт)|Неработающие функции
3620369|2024-09-26 12:23:39|5|100111794|Работа персонала|Некачественное сопровождение клиента
3620612|2024-09-26 13:01:31|5|1341459|Комплектация заказа|Несоответствие метража КПП
3620996|2024-09-26 14:12:06|4|100003738|Срок поставки|Другое
3621420|2024-09-26 15:18:33|5|60060880|Работа персонала|Непрофессионализм, некомпетентность менеджера
3621450|2024-09-26 15:25:41|2|90116388|Организация сервиса при доставке|Срыв сроков доставки
3621732|2024-09-26 16:16:06|5|440319395|Организация сервиса при доставке|Срыв сроков доставки
3622360|2024-09-27 05:27:56|5|100197318|Программа лояльности|Баллы
3624459|2024-09-27 14:43:01|1|1537229|Работа персонала|Некачественное сопровождение клиента
3625014|2024-09-27 17:19:14|4|470057373|Организация сервиса при самовывозе|Скорость обслуживания
3625145|2024-09-27 21:13:15|5|100031694|Организация сервиса при самовывозе|Скорость обслуживания
3625180|2024-09-27 23:15:22|3|90145367|Корректность документооборота|Привязка д/c
3625356|2024-09-28 12:46:26|5|820136011|Комплектация заказа|Выписанного товара не оказалось в наличии на складе
3625594|2024-09-29 04:09:44|5|160332141|Комплектация заказа|Пересорт, некомплект
3625713|2024-09-29 12:40:28|5|60107539|Корректность документооборота|Возврат д/с
3625802|2024-09-29 15:38:11|4|100047027|Сервис iPRO (сайт)|Неработающие функции
3625999|2024-09-29 22:14:34|4|440273135|Срок поставки|Срыв сроков поставки при перемещении в ПВЗ СДЭК/ДЛ
3626134|2024-09-30 06:57:08|3|690012475|Корректность документооборота|Возврат д/с
3626254|2024-09-30 08:05:14|5|23028788|Организация сервиса при самовывозе|Скорость обслуживания
3626825|2024-09-30 10:12:20|4|1353233|Ассортимент|Неудовлетворенный спрос
3627492|2024-09-30 12:06:33|5|160001205|Корректность документооборота|Возврат д/с
3629772|2024-10-01 06:33:47|5|440224312|Срок поставки|Срыв сроков поставки от поставщика
3630697|2024-10-01 10:11:38|5|90213167|Работа персонала|Некачественное сопровождение клиента
3630747|2024-10-01 10:19:24|5|90112196|Срок поставки|Срыв сроков поставки при перемещении в ПВЗ СДЭК/ДЛ
3631651|2024-10-01 12:35:52|5|440244158|Работа персонала|Жалоба на сотрудников точки, офиса при оформлении документов
3631738|2024-10-01 12:51:22|2|820081051|Корректность документооборота|Возврат д/с
3633616|2024-10-01 21:43:39|4|100360300|Ассортимент|Неудовлетворенный спрос
3633844|2024-10-02 07:39:25|5|1552941|Программа лояльности|Баллы
3634166|2024-10-02 09:15:15|4|440319395|Сервис iPRO (сайт)|Неработающие функции
3634227|2024-10-02 09:25:16|5|330037036|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
3634911|2024-10-02 10:43:06|5|140078251|Работа персонала|Непрофессионализм, некомпетентность менеджера
3635049|2024-10-02 11:09:33|3|160161275|Организация сервиса при доставке|Срыв сроков доставки
3635353|2024-10-02 11:48:33|5|160108859|Срок поставки|Срыв сроков поставки от поставщика
3637520|2024-10-02 18:58:20|3|1302616|Работа персонала|Некачественное сопровождение клиента
3638861|2024-10-03 10:46:29|5|690008215|Сервис iPRO (сайт)|Неработающие функции
3639062|2024-10-03 11:15:37|5|1341331|Сервис iPRO (сайт)|Неработающие функции
3639138|2024-10-03 11:30:05|5|36112506|Комплектация заказа|Пересорт, некомплект
3639812|2024-10-03 13:20:02|4|90219201|Организация сервиса при самовывозе|Скорость обслуживания
3641298|2024-10-04 03:31:52|3|90269018|Срок поставки|Другое
3642011|2024-10-04 10:20:18|4|100007548|Срок поставки|Другое
3642299|2024-10-04 11:11:12|4|23038994|Организация сервиса при доставке|Срыв сроков доставки
3642308|2024-10-04 11:11:58|5|160294036|Программа лояльности|Баллы
3642919|2024-10-04 12:57:21|3|1320365|Организация сервиса при доставке|Удобство сервиса доставки
3643095|2024-10-04 13:32:15|3|36108230|Работа персонала|Некачественное сопровождение клиента
3643978|2024-10-04 17:33:30|3|100081995|Работа персонала|Непрофессионализм, некомпетентность менеджера
3644204|2024-10-05 10:50:21|3|22461308|Работа персонала|Некачественное сопровождение клиента
3644206|2024-10-05 10:58:42|5|330087751|Программа лояльности|Баллы
3644223|2024-10-05 11:31:05|3|440304848|Корректность документооборота|Возврат д/с
3644368|2024-10-05 16:07:02|4|1500186|Работа персонала|Непрофессионализм, некомпетентность менеджера
3644572|2024-10-06 11:00:18|4|440307173|Сервис iPRO (сайт)|Неработающие функции
3644682|2024-10-06 15:34:36|5|330037375|Корректность документооборота|Некорректное оформление документов
3646035|2024-10-07 11:02:37|4|160119712|Комплектация заказа|Несоответствие метража КПП
3646138|2024-10-07 11:12:19|4|100031007|Комплектация заказа|Другое
3646733|2024-10-07 12:34:46|4|36112506|Комплектация заказа|Пересорт, некомплект
3647272|2024-10-07 14:05:16|4|60049413|Работа персонала|Непрофессионализм, некомпетентность менеджера
3649789|2024-10-08 09:43:12|3|87257468|Работа персонала|Некачественное сопровождение клиента
3650761|2024-10-08 11:48:13|5|440308399|Корректность документооборота|Возврат д/с
3653360|2024-10-08 22:26:55|4|100384295|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
3654254|2024-10-09 10:01:54|4|160067013|Работа персонала|Некачественное сопровождение клиента
3654729|2024-10-09 11:14:42|4|820070422|Срок поставки|Срыв сроков поставки из-за задержки приема товара на ЛЦ
3654860|2024-10-09 11:33:37|4|61226834|Работа персонала|Некачественное сопровождение клиента
3655165|2024-10-09 12:15:30|4|60010547|Срок поставки|Срыв сроков поставки из-за задержки приема товара на ЛЦ
3655614|2024-10-09 13:33:52|5|1341684|Комплектация заказа|Пересорт, некомплект
3656448|2024-10-09 15:24:58|2|90052860|Работа персонала|Некачественное сопровождение клиента
3657088|2024-10-09 17:17:20|5|250001433|Корректность документооборота|Возврат д/с
3658335|2024-10-10 10:30:16|4|1510516|Организация сервиса при доставке|Не учтены комментарии к заявке
3658605|2024-10-10 11:04:28|5|1470547|Работа персонала|Некачественное сопровождение клиента
3658781|2024-10-10 11:30:21|5|100064398|Организация сервиса при доставке|Удобство сервиса доставки
3659427|2024-10-10 13:22:09|1|820265528|Комплектация заказа|Выписанного товара не оказалось в наличии на складе
3659978|2024-10-10 14:35:43|4|330103863|Организация сервиса при доставке|Удобство сервиса доставки
3660301|2024-10-10 15:26:48|3|470034208|Работа персонала|Жалоба на сотрудников точки, офиса при оформлении документов
3660327|2024-10-10 15:33:02|1|970016473|Работа персонала|Некачественное сопровождение клиента
3660396|2024-10-10 15:35:11|2|60047896|Работа персонала|Некачественное сопровождение клиента
3663559|2024-10-11 14:50:42|1|160051098|Организация сервиса при доставке|Срыв сроков доставки
3663976|2024-10-11 16:18:18|2|140068316|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
3664138|2024-10-11 17:54:54|5|100027229|Сервис iPRO (сайт)|Юзабилити
3664230|2024-10-11 19:50:40|5|55023543|Программа лояльности|Баллы
3664304|2024-10-12 00:05:13|5|90269323|Комплектация заказа|Пересорт, некомплект
3664425|2024-10-12 11:25:31|5|440318804|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
3664582|2024-10-12 19:18:40|5|440087933|Корректность документооборота|Возврат д/с
3664630|2024-10-12 21:31:56|1|90011493|Программа лояльности|Амперы
3664784|2024-10-13 09:07:05|1|100374062|Программа лояльности|Баллы
3669161|2024-10-14 21:10:21|5|1536800|Программа лояльности|Баллы
3669253|2024-10-15 00:07:15|5|820047952|Срок поставки|Срыв сроков поставки от поставщика
3670663|2024-10-15 11:32:06|5|470034208|Работа персонала|Некачественное сопровождение клиента
3671115|2024-10-15 13:08:32|1|440166648|Работа персонала|Некачественное сопровождение клиента
3671138|2024-10-15 13:12:34|3|60095021|Корректность документооборота|Возврат д/с
3672682|2024-10-15 16:38:16|5|9124543|Комплектация заказа|Пересорт, некомплект
3676337|2024-10-16 15:30:58|1|87180887|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
3677012|2024-10-16 18:37:04|5|690027252|Работа персонала|Некачественное сопровождение клиента
3679029|2024-10-17 13:03:04|5|690020358|Комплектация заказа|Пересорт, некомплект
3679040|2024-10-17 13:04:58|5|690020358|Комплектация заказа|Пересорт, некомплект
3679265|2024-10-17 13:50:03|5|23019477|Организация сервиса при самовывозе|Удобство организации сервиса
3679299|2024-10-17 13:56:44|5|23019477|Карточка товара|Корректность технической информации
3679618|2024-10-17 14:35:32|5|100127447|Комплектация заказа|Пересорт, некомплект
3680285|2024-10-17 16:52:08|1|90002036|Срок поставки|Срыв сроков поставки от поставщика
3680615|2024-10-17 20:53:22|5|100238768|Организация сервиса при самовывозе|Скорость обслуживания
3680638|2024-10-17 22:05:44|5|440294901|Работа персонала|Некачественное сопровождение клиента
3680881|2024-10-18 07:57:07|5|180000504|Корректность документооборота|Привязка д/c
3682130|2024-10-18 11:24:41|5|55090085|Удовлетворенность рассмотрением претензии|Качество реагирования ЭТМ на претензию (насколько устроил ответ и действия ЭТМ)
3683334|2024-10-18 15:03:17|1|90011493|Работа персонала|Некачественное сопровождение клиента
3683352|2024-10-18 15:10:04|4|400000720|Работа персонала|Непрофессионализм, некомпетентность менеджера
3683968|2024-10-18 19:26:20|3|160000551|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
3684115|2024-10-19 09:42:59|5|22453779|Организация сервиса при самовывозе|Инфраструктура (удобство, время работы и т.д.)
3684312|2024-10-19 16:12:46|5|60094943|Комплектация заказа|Пересорт, некомплект
3684355|2024-10-19 18:04:31|1|55103211|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
3685097|2024-10-21 08:04:20|4|90269161|Комплектация заказа|Пересорт, некомплект
3685386|2024-10-21 09:16:19|5|140078388|Комплектация заказа|Выписанного товара не оказалось в наличии на складе
3686112|2024-10-21 10:57:21|5|36154676|Комплектация заказа|Другое
3686441|2024-10-21 11:50:24|4|330055796|Срок поставки|Срыв сроков поставки из-за задержки приема товара на ЛЦ
3687305|2024-10-21 14:09:59|5|100129858|Срок поставки|Срыв сроков поставки при перемещении в ПВЗ СДЭК/ДЛ
3688451|2024-10-21 17:28:00|5|440007656|Удовлетворенность рассмотрением претензии|Отказ в возврате/обмене
3688625|2024-10-21 19:06:03|5|87231476|Комплектация заказа|Выписанного товара не оказалось в наличии на складе
3689082|2024-10-22 08:28:25|5|87201358|Организация сервиса при самовывозе|Скорость обслуживания
3689430|2024-10-22 09:35:33|5|87201358|Организация сервиса при самовывозе|Скорость обслуживания
3689542|2024-10-22 09:49:27|5|140023080|Сервис iPRO (сайт)|Неработающие функции
3690009|2024-10-22 11:06:36|3|100329226|Карточка товара|Другое
3690722|2024-10-22 12:59:09|4|90013564|Работа персонала|Некачественное сопровождение клиента
3690924|2024-10-22 13:34:45|4|100206715|Работа персонала|Несоответствие действий менеджера стандартам обслуживания в торговом зале
3691013|2024-10-22 13:56:09|5|87256525|Сервис iPRO (сайт)|Авторизация
3692588|2024-10-23 07:47:43|4|1631806|Карточка товара|Корректность технической информации
